DEPT,GR,CAL,RESDEEP,RESMED,NPHI,RHOB,PE,TOC,VCLAY,VOTZ,VOTZ,VCLC,VPYR,VOM,BVH,BVWF,BVWI,Sw,OIP,SUM OIP,Electrofacies
2663.00,127.80,11.17,205.25,1075.78,0.41,2.44,3.68,0.01,1.00,0.67,0.43,0.13,0.01,0.10,0.01,0.05,0.07,0.96,0.06,18.75,0.41
2663.50,83.26,7.52,814.37,1735.05,0.13,2.69,7.25,0.06,1.00,0.79,0.23,0.37,0.03,0.09,0.22,0.03,0.02,0.58,0.10,10.49,0.25
2664.00,74.86,5.31,624.92,1334.75,0.20,2.13,7.66,0.06,1.00,0.79,0.23,0.42,0.03,0.01,0.10,0.12,0.07,0.60,0.11,45.71,0.77
2664.50,127.88,0.21,327.29,692.20,-0.06,2.38,7.94,0.06,1.00,0.72,0.21,0.49,0.01,0.09,0.28,0.12,0.06,0.01,0.05,40.66,0.86
2665.00,18.18,2.65,170.30,1789.49,0.10,2.69,2.04,0.06,1.00,0.74,0.49,0.20,0.09,0.10,0.27,0.05,0.09,0.27,0.09,38.16,0.24
2665.50,95.70,6.73,1940.17,1810.69,-0.15,2.82,1.92,0.01,1.00,0.69,0.47,0.56,0.09,0.08,0.28,0.01,0.06,0.02,0.03,36.40,0.23
2666.00,96.26,15.61,1315.51,694.41,0.37,2.33,2.77,0.09,1.00,0.67,0.49,0.79,0.01,0.01,0.31,0.11,0.04,0.13,0.05,23.43,0.11
2666.50,10.32,14.05,9.67,1862.09,0.24,2.47,5.48,0.04,1.00,0.74,0.38,0.49,0.09,0.01,0.25,0.03,0.08,0.59,0.00,6.82,0.14
2667.00,88.25,10.86,490.99,1043.75,-0.04,2.29,4.44,0.01,1.00,0.74,0.56,0.44,0.05,0.08,0.11,0.03,0.08,0.61,0.16,12.98,0.34
2667.50,44.99,7.15,838.18,898.78,0.07,2.43,5.19,0.07,1.00,0.74,0.45,0.43,0.01,0.07,0.20,0.05,0.00,0.79,0.18,10.29,0.75
2668.00,71.89,8.52,1090.16,166.39,0.33,2.70,1.33,0.05,1.00,0.73,0.41,0.13,0.07,0.01,0.32,0.05,0.01,0.98,0.02,43.89,0.93
2668.50,45.18,12.04,409.72,1376.64,0.37,2.32,9.46,0.06,1.00,0.60,0.57,0.11,0.02,0.02,0.24,0.09,0.02,0.84,0.18,13.40,0.69
2669.00,93.46,9.87,1408.50,1468.83,0.30,2.51,2.29,0.05,1.00,0.61,0.45,0.48,0.06,0.03,0.35,0.16,0.10,0.52,0.08,48.22,0.04
2669.50,40.26,15.91,369.97,88.95,0.36,2.49,0.42,0.10,1.00,0.75,0.42,0.26,0.09,0.07,0.39,0.16,0.03,0.99,0.01,3.94,0.25
2670.00,49.58,4.47,568.63,1049.35,0.06,2.59,9.80,0.03,1.00,0.64,0.26,0.41,0.02,0.09,0.31,0.01,0.02,0.41,0.08,8.31,0.89
2670.50,32.71,2.06,404.23,969.04,0.00,2.09,2.30,0.02,1.00,0.80,0.57,0.62,0.08,0.05,0.33,0.09,0.07,0.97,0.23,13.10,0.12
2671.00,42.02,12.07,1539.00,1399.70,0.14,2.92,6.87,0.09,1.00,0.61,0.30,0.64,0.04,0.03,0.11,0.03,0.07,0.77,0.13,36.68,0.31
2671.50,42.13,3.90,1103.42,1307.82,0.05,2.88,2.55,0.09,1.00,0.62,0.29,0.44,0.09,0.07,0.10,0.12,0.05,0.90,0.03,19.41,0.86
2672.00,67.71,15.16,725.12,829.87,0.25,2.49,8.54,0.02,1.00,0.69,0.16,0.33,0.09,0.05,0.39,0.16,0.02,0.00,0.14,45.96,0.19
2672.50,50.91,8.16,1661.15,18.97,0.20,2.86,1.94,0.07,1.00,0.67,0.32,0.21,0.05,0.09,0.19,0.08,0.05,0.92,0.07,23.26,0.67
2673.00,82.92,10.60,686.99,1193.16,-0.08,2.48,4.94,0.05,1.00,0.70,0.53,0.48,0.05,0.06,0.03,0.00,0.02,0.37,0.19,46.73,0.45
2673.50,75.43,9.58,1947.13,1039.62,-0.06,2.83,5.44,0.02,1.00,0.67,0.10,0.60,0.02,0.03,0.11,0.17,0.04,0.77,0.19,9.93,0.10
2674.00,90.83,8.55,1815.26,227.70,0.20,2.66,8.47,0.07,1.00,0.75,0.37,0.33,0.06,0.06,0.10,0.03,0.02,0.95,0.24,15.21,0.27
2674.50,130.98,15.30,1074.39,97.04,0.00,2.72,9.69,0.09,1.00,0.67,0.52,0.35,0.06,0.06,0.24,0.19,0.05,0.11,0.23,17.91,0.64
2675.00,100.19,0.07,1753.42,60.18,0.44,2.71,2.20,0.06,1.00,0.74,0.50,0.73,0.00,0.07,0.30,0.13,0.06,0.26,0.24,31.63,0.51
2675.50,7.66,13.49,594.23,1805.83,-0.07,2.04,6.53,0.02,1.00,0.68,0.57,0.56,0.00,0.09,0.15,0.20,0.05,0.82,0.01,29.92,0.56
2676.00,140.49,1.26,779.20,761.21,-0.10,2.76,3.33,0.09,1.00,0.63,0.52,0.30,0.08,0.06,0.02,0.13,0.09,0.66,0.18,3.70,0.89
2676.50,107.75,12.33,1310.90,1018.79,0.15,2.53,8.27,0.02,1.00,0.76,0.36,0.44,0.05,0.02,0.08,0.01,0.06,0.19,0.07,22.24,0.48
2677.00,3.28,4.42,1712.65,1491.55,-0.07,2.05,9.47,0.06,1.00,0.77,0.22,0.37,0.03,0.04,0.35,0.03,0.02,1.00,0.15,31.61,0.60
2677.50,80.09,15.77,930.16,1047.19,-0.04,2.75,4.81,0.09,1.00,0.76,0.44,0.18,0.01,0.06,0.26,0.20,0.09,0.59,0.11,49.23,0.92
2678.00,84.52,5.86,1380.88,797.23,0.12,2.89,2.47,0.02,1.00,0.74,0.58,0.69,0.06,0.06,0.35,0.17,0.06,0.92,0.13,44.96,0.51
2678.50,78.62,0.34,2.23,1056.72,0.39,2.76,0.59,0.02,1.00,0.69,0.12,0.32,0.05,0.00,0.04,0.13,0.04,0.95,0.04,25.28,0.67
2679.00,11.61,2.75,1603.28,286.76,0.39,2.25,8.90,0.05,1.00,0.71,0.36,0.33,0.06,0.06,0.32,0.14,0.06,0.04,0.19,37.07,0.58
2679.50,146.85,13.21,1660.57,637.57,0.24,2.06,8.10,0.07,1.00,0.61,0.30,0.30,0.04,0.01,0.20,0.18,0.07,0.09,0.06,47.05,0.57
2680.00,42.13,1.71,596.13,1277.08,0.41,2.08,2.46,0.08,1.00,0.79,0.47,0.54,0.00,0.08,0.01,0.02,0.02,0.93,0.02,25.37,0.52
2680.50,126.65,14.05,1684.55,1288.57,0.09,2.20,9.27,0.07,1.00,0.66,0.46,0.29,0.02,0.09,0.02,0.10,0.05,0.88,0.20,6.91,0.53
2681.00,75.96,14.24,47.88,661.20,0.00,2.95,4.68,0.04,1.00,0.77,0.49,0.69,0.08,0.10,0.20,0.01,0.05,0.83,0.12,49.13,0.78
2681.50,79.56,14.05,1608.90,237.73,0.15,2.66,4.72,0.06,1.00,0.77,0.57,0.74,0.09,0.02,0.15,0.14,0.06,0.86,0.01,6.42,0.01
2682.00,114.61,8.02,1113.97,558.18,-0.05,2.91,8.97,0.05,1.00,0.61,0.36,0.60,0.07,0.09,0.37,0.00,0.07,0.79,0.14,13.48,0.16
2682.50,45.03,12.72,1841.92,1630.46,0.35,2.80,0.90,0.08,1.00,0.77,0.19,0.76,0.04,0.04,0.21,0.20,0.03,0.24,0.07,3.47,0.85
2683.00,147.09,9.63,846.54,1830.54,0.19,2.22,7.62,0.02,1.00,0.80,0.58,0.38,0.03,0.05,0.13,0.06,0.03,0.56,0.14,9.48,0.36
2683.50,87.26,0.04,1805.14,1995.26,0.35,2.47,2.28,0.04,1.00,0.62,0.31,0.14,0.09,0.04,0.17,0.02,0.08,0.10,0.18,44.44,0.40
2684.00,69.81,14.02,724.31,1864.68,0.32,2.58,3.82,0.00,1.00,0.78,0.42,0.44,0.03,0.09,0.14,0.14,0.00,0.90,0.08,2.21,0.79
2684.50,130.97,8.57,542.87,573.71,-0.13,2.57,3.65,0.08,1.00,0.64,0.34,0.16,0.05,0.01,0.35,0.02,0.07,0.48,0.22,48.66,0.63
2685.00,54.45,7.39,460.91,1549.15,0.24,2.08,2.83,0.03,1.00,0.66,0.50,0.55,0.07,0.03,0.34,0.09,0.09,0.91,0.04,38.80,0.14
2685.50,131.14,5.05,643.98,436.18,0.29,2.25,6.09,0.01,1.00,0.70,0.34,0.41,0.03,0.09,0.07,0.13,0.00,0.80,0.15,28.35,0.17
2686.00,6.82,5.77,1311.36,1461.89,0.31,2.78,8.04,0.07,1.00,0.61,0.19,0.32,0.00,0.04,0.23,0.07,0.05,0.88,0.07,8.55,0.38
2686.50,22.78,8.86,1302.73,1305.59,-0.13,2.55,5.76,0.10,1.00,0.77,0.34,0.48,0.07,0.05,0.22,0.02,0.03,0.17,0.01,15.26,0.59
2687.00,19.80,8.05,1359.22,533.96,0.17,2.62,2.55,0.08,1.00,0.60,0.11,0.65,0.09,0.03,0.21,0.04,0.01,0.50,0.04,18.87,0.59
2687.50,117.06,13.77,1707.15,1796.90,0.21,2.59,8.06,0.03,1.00,0.63,0.50,0.46,0.06,0.05,0.02,0.10,0.03,0.41,0.04,14.89,0.77
2688.00,119.04,13.38,829.30,1008.01,-0.09,2.12,4.88,0.09,1.00,0.67,0.18,0.16,0.00,0.04,0.15,0.13,0.06,0.09,0.09,34.40,0.71
2688.50,101.24,1.63,122.90,1160.33,0.41,2.73,2.53,0.09,1.00,0.66,0.57,0.43,0.09,0.04,0.23,0.04,0.08,0.10,0.14,16.52,0.48
2689.00,114.55,3.49,837.59,1639.95,0.42,2.87,0.73,0.01,1.00,0.77,0.35,0.46,0.01,0.08,0.35,0.00,0.01,0.09,0.01,16.43,0.54
2689.50,6.86,4.16,538.79,1876.37,0.20,2.60,0.54,0.01,1.00,0.67,0.56,0.42,0.08,0.02,0.24,0.19,0.03,0.50,0.14,7.34,0.20
2690.00,107.17,11.00,1894.60,798.23,0.34,2.32,0.53,0.00,1.00,0.80,0.54,0.26,0.04,0.09,0.02,0.01,0.10,0.92,0.24,6.11,0.73
2690.50,147.52,9.15,107.39,1894.10,0.26,2.75,5.82,0.05,1.00,0.64,0.18,0.25,0.08,0.02,0.20,0.01,0.09,0.77,0.02,41.54,0.29
2691.00,124.11,6.82,296.60,217.96,0.41,2.78,0.34,0.03,1.00,0.74,0.40,0.51,0.05,0.04,0.14,0.16,0.03,0.06,0.06,21.74,0.32
2691.50,96.43,8.12,584.31,836.86,0.26,2.43,0.77,0.09,1.00,0.62,0.47,0.63,0.06,0.06,0.16,0.07,0.02,0.74,0.12,48.30,0.58
2692.00,88.30,5.15,1289.32,114.90,-0.14,2.41,5.55,0.04,1.00,0.73,0.10,0.72,0.10,0.06,0.09,0.06,0.04,0.46,0.18,26.81,0.52
2692.50,58.28,15.11,1589.47,1649.72,0.14,2.33,3.41,0.03,1.00,0.74,0.19,0.56,0.02,0.04,0.16,0.08,0.06,0.75,0.03,33.48,0.68
2693.00,144.30,10.48,622.43,1629.91,0.20,2.34,2.22,0.09,1.00,0.61,0.53,0.39,0.06,0.06,0.00,0.13,0.05,0.63,0.20,27.22,0.55
2693.50,135.09,10.89,484.43,913.97,0.15,2.57,9.61,0.02,1.00,0.68,0.11,0.71,0.10,0.03,0.36,0.10,0.05,0.20,0.01,6.86,0.19
2694.00,77.81,4.16,1785.12,395.41,0.08,1.98,9.57,0.06,1.00,0.60,0.22,0.14,0.05,0.08,0.18,0.08,0.01,0.62,0.08,27.30,0.12
2694.50,99.32,0.72,1924.46,1220.50,-0.12,2.39,2.25,0.10,1.00,0.64,0.34,0.37,0.03,0.03,0.16,0.15,0.00,0.26,0.15,39.72,0.30
2695.00,41.80,7.45,959.31,1100.42,-0.09,2.23,8.51,0.07,1.00,0.73,0.52,0.20,0.04,0.08,0.21,0.15,0.04,0.73,0.10,30.19,0.47
2695.50,89.59,13.88,1557.32,210.93,0.28,2.72,9.92,0.05,1.00,0.62,0.24,0.37,0.01,0.00,0.36,0.02,0.03,0.76,0.06,5.91,0.42
2696.00,42.32,14.05,1013.38,1225.38,-0.04,2.79,4.09,0.08,1.00,0.70,0.18,0.80,0.02,0.05,0.39,0.04,0.07,0.79,0.01,28.35,0.15
2696.50,139.95,4.69,1940.35,187.42,0.07,2.85,3.02,0.07,1.00,0.65,0.18,0.20,0.02,0.01,0.21,0.05,0.05,0.74,0.10,19.62,0.54
2697.00,44.65,9.45,1430.87,833.94,-0.04,2.74,7.64,0.03,1.00,0.70,0.15,0.26,0.05,0.04,0.18,0.07,0.09,0.59,0.05,35.74,0.64
2697.50,111.93,4.90,656.78,1566.58,0.44,2.87,7.35,0.06,1.00,0.60,0.51,0.47,0.05,0.02,0.23,0.04,0.01,0.23,0.10,9.98,0.04
2698.00,28.30,15.12,866.10,1672.57,-0.00,2.58,9.87,0.09,1.00,0.61,0.20,0.75,0.07,0.08,0.20,0.16,0.01,0.54,0.01,20.97,0.23
2698.50,98.01,1.13,1255.34,700.46,0.33,2.46,1.40,0.06,1.00,0.62,0.58,0.21,0.08,0.02,0.33,0.07,0.00,0.18,0.05,39.75,0.76
2699.00,31.29,5.96,1103.55,456.26,0.03,2.50,6.73,0.08,1.00,0.72,0.44,0.56,0.01,0.01,0.19,0.03,0.09,0.07,0.08,30.75,0.12
2699.50,108.14,11.41,1357.25,229.26,0.17,2.37,7.82,0.09,1.00,0.74,0.26,0.47,0.08,0.05,0.11,0.02,0.00,0.71,0.01,20.87,0.17
2700.00,33.73,3.40,541.35,297.38,-0.09,2.56,3.32,0.01,1.00,0.69,0.51,0.54,0.07,0.01,0.29,0.03,0.03,0.05,0.14,29.19,0.27
2700.50,61.01,12.98,1581.23,1260.78,0.03,2.90,3.39,0.09,1.00,0.70,0.48,0.72,0.02,0.00,0.39,0.04,0.09,0.12,0.08,37.15,0.49
2701.00,31.16,12.32,583.26,1299.19,0.01,2.91,6.61,0.09,1.00,0.74,0.17,0.69,0.06,0.07,0.25,0.13,0.05,0.68,0.17,35.03,0.06
2701.50,21.47,4.57,1030.43,40.93,0.04,2.44,9.37,0.06,1.00,0.75,0.54,0.63,0.09,0.07,0.38,0.01,0.08,0.70,0.23,49.56,0.65
2702.00,51.82,1.49,1966.51,702.67,0.33,2.78,4.60,0.05,1.00,0.79,0.33,0.51,0.02,0.09,0.13,0.14,0.02,0.60,0.11,38.61,0.53
2702.50,96.34,13.58,490.62,1245.44,-0.08,2.31,4.76,0.02,1.00,0.78,0.25,0.29,0.00,0.07,0.01,0.11,0.03,0.28,0.08,28.31,0.36
2703.00,79.94,9.72,456.82,1451.93,0.31,2.03,8.82,0.00,1.00,0.69,0.26,0.28,0.06,0.08,0.05,0.08,0.03,0.56,0.06,34.82,0.95
2703.50,84.87,10.36,1030.12,503.99,0.25,2.74,7.75,0.08,1.00,0.73,0.10,0.63,0.04,0.09,0.39,0.06,0.04,0.38,0.24,7.69,0.51
2704.00,17.01,15.75,1057.40,1275.36,0.39,2.40,1.32,0.04,1.00,0.64,0.26,0.32,0.01,0.06,0.40,0.13,0.07,0.73,0.02,30.69,0.79
2704.50,63.72,9.91,879.53,460.40,0.08,2.78,5.83,0.05,1.00,0.78,0.56,0.13,0.04,0.04,0.38,0.13,0.07,0.82,0.14,28.73,0.13
2705.00,19.63,12.80,1926.65,259.80,-0.15,2.86,4.95,0.03,1.00,0.72,0.12,0.24,0.03,0.07,0.32,0.03,0.06,0.45,0.05,19.34,0.31
2705.50,64.75,14.67,1323.23,1194.49,-0.09,2.16,0.46,0.00,1.00,0.66,0.36,0.60,0.07,0.08,0.14,0.12,0.01,0.45,0.08,30.78,0.85
2706.00,27.62,10.22,441.39,298.89,-0.05,2.04,7.04,0.02,1.00,0.66,0.30,0.30,0.02,0.02,0.10,0.13,0.02,0.44,0.17,25.41,0.46
2706.50,52.46,12.59,623.37,1838.03,0.21,2.67,6.89,0.03,1.00,0.63,0.54,0.57,0.08,0.10,0.06,0.02,0.04,0.38,0.20,23.07,1.00
2707.00,102.42,9.73,1165.83,525.71,-0.05,2.85,9.35,0.00,1.00,0.70,0.50,0.75,0.08,0.09,0.23,0.16,0.03,0.51,0.05,28.75,0.56
2707.50,25.07,1.34,128.97,79.55,0.17,2.50,4.55,0.05,1.00,0.62,0.13,0.51,0.06,0.04,0.18,0.18,0.08,0.18,0.13,49.05,0.47
2708.00,18.41,12.22,1927.34,964.08,-0.04,2.30,6.55,0.08,1.00,0.77,0.18,0.11,0.06,0.01,0.18,0.10,0.06,1.00,0.20,45.49,0.97
2708.50,128.72,5.14,1113.21,453.32,0.07,2.13,6.61,0.05,1.00,0.73,0.41,0.70,0.03,0.08,0.25,0.05,0.00,0.26,0.24,40.69,0.75
2709.00,139.81,3.12,1952.15,1596.94,0.05,2.49,0.45,0.09,1.00,0.66,0.47,0.77,0.08,0.08,0.15,0.19,0.08,0.62,0.19,45.50,0.68
2709.50,138.61,11.13,881.52,628.56,0.33,2.09,4.13,0.03,1.00,0.65,0.18,0.48,0.05,0.01,0.12,0.08,0.06,0.01,0.19,4.33,0.68
2710.00,83.66,15.68,270.43,1677.56,0.35,2.45,7.55,0.03,1.00,0.70,0.57,0.67,0.07,0.05,0.26,0.16,0.04,0.90,0.11,43.88,0.53
2710.50,22.47,1.07,569.34,1335.16,0.21,2.04,8.87,0.10,1.00,0.61,0.52,0.68,0.03,0.08,0.31,0.08,0.06,0.67,0.01,29.83,0.39
2711.00,115.52,10.75,1782.51,1356.45,0.35,2.03,7.80,0.06,1.00,0.74,0.17,0.37,0.09,0.06,0.19,0.08,0.09,0.88,0.09,39.84,0.56
2711.50,133.63,0.81,1461.16,126.44,0.13,2.94,6.26,0.06,1.00,0.79,0.16,0.16,0.02,0.09,0.09,0.18,0.02,0.66,0.22,33.22,0.68
2712.00,38.26,4.84,248.83,832.59,0.08,2.31,1.32,0.07,1.00,0.69,0.21,0.31,0.08,0.03,0.14,0.15,0.07,0.62,0.07,27.68,0.89
2712.50,32.50,9.15,1089.05,196.83,0.32,2.39,5.50,0.02,1.00,0.73,0.19,0.54,0.10,0.00,0.20,0.18,0.01,0.88,0.18,6.11,0.69
2713.00,119.84,6.13,1674.83,1307.05,0.27,1.96,1.70,0.06,1.00,0.66,0.39,0.80,0.06,0.06,0.19,0.06,0.03,0.42,0.09,30.96,0.10
2713.50,7.33,3.93,219.22,1871.09,0.28,2.22,4.12,0.08,1.00,0.75,0.51,0.60,0.08,0.06,0.19,0.14,0.05,0.99,0.18,36.85,0.57
2714.00,82.73,7.67,35.79,337.35,0.24,1.98,0.99,0.10,1.00,0.76,0.53,0.28,0.01,0.02,0.23,0.10,0.03,0.61,0.00,30.47,0.85
2714.50,44.19,6.06,953.97,1843.89,-0.12,2.80,4.27,0.06,1.00,0.62,0.45,0.42,0.01,0.03,0.12,0.12,0.05,0.68,0.20,17.75,0.52
2715.00,86.99,5.04,926.35,1609.83,-0.13,2.32,6.37,0.02,1.00,0.78,0.25,0.49,0.04,0.02,0.25,0.13,0.09,0.27,0.25,33.41,0.90
2715.50,69.74,10.99,1506.32,1734.58,0.27,2.68,3.90,0.05,1.00,0.80,0.41,0.18,0.01,0.01,0.21,0.16,0.03,0.21,0.12,27.03,0.02
2716.00,24.81,15.47,838.88,1487.12,0.42,2.60,3.80,0.05,1.00,0.60,0.24,0.44,0.01,0.10,0.30,0.08,0.08,0.83,0.09,1.76,0.69
2716.50,117.27,12.97,1598.46,6.42,0.03,1.99,1.05,0.09,1.00,0.66,0.34,0.78,0.03,0.02,0.12,0.08,0.04,0.16,0.02,31.75,0.74
2717.00,110.68,1.05,758.63,236.86,0.42,2.23,5.74,0.05,1.00,0.78,0.16,0.76,0.01,0.02,0.34,0.01,0.04,0.50,0.13,37.84,0.67
2717.50,149.08,9.70,1187.81,404.20,0.44,2.45,6.39,0.00,1.00,0.67,0.13,0.35,0.05,0.02,0.02,0.11,0.01,0.73,0.03,16.97,0.47
2718.00,53.60,4.05,1036.47,1328.17,0.30,2.50,0.83,0.08,1.00,0.60,0.10,0.61,0.01,0.06,0.13,0.03,0.03,0.98,0.01,27.23,0.43
2718.50,68.00,0.92,466.93,210.36,0.08,2.25,8.38,0.02,1.00,0.72,0.54,0.46,0.03,0.04,0.30,0.05,0.07,0.26,0.12,4.41,0.06
2719.00,31.73,11.00,619.48,780.14,0.10,2.20,1.77,0.05,1.00,0.65,0.58,0.70,0.08,0.07,0.26,0.02,0.05,0.49,0.20,49.08,0.29
2719.50,21.76,15.80,1771.80,595.54,0.33,2.30,2.75,0.07,1.00,0.63,0.43,0.68,0.04,0.05,0.00,0.11,0.07,0.18,0.02,31.53,0.46
2720.00,89.57,6.13,326.65,1385.98,0.17,2.04,6.73,0.09,1.00,0.70,0.40,0.18,0.09,0.00,0.30,0.09,0.08,0.31,0.18,26.29,0.27
2720.50,133.69,4.49,46.49,1228.12,0.18,2.11,8.91,0.02,1.00,0.80,0.19,0.59,0.06,0.04,0.39,0.17,0.05,0.79,0.15,22.24,0.36
2721.00,32.95,5.56,892.75,331.85,-0.07,2.24,8.10,0.07,1.00,0.63,0.44,0.24,0.06,0.02,0.39,0.15,0.04,0.06,0.07,19.58,0.98
2721.50,14.41,3.69,1525.56,957.33,0.39,2.42,5.07,0.01,1.00,0.60,0.43,0.37,0.05,0.07,0.19,0.01,0.10,0.73,0.19,31.98,0.69
2722.00,55.95,8.87,1836.76,1191.51,0.23,2.94,2.48,0.06,1.00,0.73,0.17,0.66,0.01,0.03,0.35,0.20,0.02,0.74,0.05,20.71,0.46
2722.50,41.60,10.23,1903.14,1528.37,0.35,2.28,9.99,0.01,1.00,0.62,0.60,0.24,0.09,0.06,0.35,0.00,0.04,0.97,0.17,11.57,0.49
2723.00,15.33,14.87,448.79,594.57,0.45,2.72,7.84,0.09,1.00,0.67,0.13,0.60,0.07,0.03,0.10,0.20,0.06,0.37,0.25,25.89,0.80
2723.50,32.51,7.20,591.19,118.79,0.22,2.70,5.49,0.04,1.00,0.61,0.54,0.29,0.08,0.05,0.19,0.09,0.03,0.83,0.04,47.05,0.46
2724.00,110.39,1.25,1963.18,263.28,-0.15,2.61,1.50,0.02,1.00,0.74,0.42,0.67,0.10,0.10,0.19,0.00,0.09,0.61,0.07,46.34,0.20
2724.50,34.36,1.41,1163.79,8.61,-0.14,2.62,5.80,0.01,1.00,0.65,0.35,0.48,0.03,0.08,0.29,0.14,0.04,0.24,0.22,2.20,0.04
2725.00,30.02,11.35,197.09,207.74,0.33,2.43,4.81,0.04,1.00,0.66,0.32,0.51,0.07,0.05,0.39,0.15,0.08,0.21,0.10,48.37,0.99
2725.50,77.47,6.87,1604.30,1424.51,0.01,2.67,4.78,0.06,1.00,0.75,0.43,0.75,0.04,0.06,0.31,0.01,0.06,0.40,0.18,26.64,0.10
2726.00,71.67,4.31,201.73,312.65,0.14,2.63,7.43,0.07,1.00,0.69,0.44,0.73,0.06,0.07,0.02,0.17,0.06,0.67,0.12,31.49,0.78
2726.50,94.15,8.40,1607.97,408.01,0.40,2.17,6.74,0.04,1.00,0.77,0.20,0.75,0.02,0.04,0.17,0.13,0.01,0.54,0.21,17.04,0.99
2727.00,6.53,6.41,1229.39,112.55,0.41,2.32,1.48,0.04,1.00,0.62,0.43,0.37,0.09,0.02,0.23,0.14,0.10,0.31,0.12,14.85,0.66
2727.50,29.71,11.89,1756.04,1000.79,0.27,2.72,3.96,0.04,1.00,0.70,0.18,0.53,0.03,0.00,0.13,0.09,0.07,0.55,0.22,23.62,0.91
2728.00,78.71,4.12,263.06,1767.46,0.11,2.52,1.22,0.05,1.00,0.79,0.22,0.35,0.07,0.09,0.05,0.05,0.06,0.42,0.00,15.88,0.19
2728.50,129.02,9.58,1049.89,291.89,0.31,2.19,4.64,0.00,1.00,0.79,0.30,0.20,0.01,0.02,0.32,0.15,0.08,0.92,0.04,6.47,0.46
2729.00,68.63,13.98,881.90,1824.77,-0.07,2.77,6.66,0.09,1.00,0.61,0.57,0.46,0.01,0.00,0.19,0.07,0.01,0.54,0.19,14.73,0.35
2729.50,42.83,7.71,983.98,1855.50,0.01,2.76,9.39,0.06,1.00,0.76,0.53,0.78,0.02,0.05,0.36,0.05,0.06,0.71,0.25,14.46,0.18
2730.00,93.24,14.69,397.85,779.11,-0.03,2.67,7.64,0.05,1.00,0.68,0.35,0.15,0.09,0.05,0.21,0.02,0.00,0.69,0.22,2.45,0.44
2730.50,3.30,6.27,1089.24,1965.96,0.02,2.19,3.38,0.02,1.00,0.69,0.29,0.54,0.01,0.04,0.10,0.11,0.02,0.56,0.20,26.95,0.60
2731.00,108.20,11.80,1696.77,431.67,-0.06,2.87,9.33,0.00,1.00,0.70,0.16,0.34,0.03,0.04,0.10,0.18,0.07,0.99,0.09,18.38,0.43
2731.50,21.74,10.97,820.66,1635.39,0.28,2.46,9.49,0.01,1.00,0.70,0.38,0.54,0.00,0.09,0.35,0.17,0.03,0.33,0.14,5.50,0.88
2732.00,126.51,12.71,737.81,18.15,0.31,2.42,5.95,0.07,1.00,0.74,0.52,0.68,0.04,0.00,0.21,0.15,0.09,0.57,0.22,22.51,0.75
2732.50,126.22,8.08,1364.79,1582.50,0.32,2.40,5.97,0.03,1.00,0.79,0.60,0.57,0.05,0.01,0.20,0.03,0.04,0.13,0.23,37.17,0.62
2733.00,78.65,14.12,836.95,134.37,0.25,2.90,4.18,0.00,1.00,0.73,0.28,0.47,0.07,0.02,0.01,0.12,0.06,0.08,0.20,34.49,0.20
2733.50,47.79,8.20,1589.76,1950.98,0.22,2.01,3.11,0.10,1.00,0.60,0.25,0.46,0.10,0.02,0.02,0.05,0.02,0.02,0.05,19.57,0.52
2734.00,136.95,0.34,78.54,1566.71,0.08,2.43,8.28,0.07,1.00,0.61,0.25,0.59,0.09,0.08,0.02,0.19,0.08,0.96,0.19,42.61,0.60
2734.50,33.65,4.04,1933.26,653.78,0.09,1.99,8.68,0.03,1.00,0.79,0.28,0.19,0.02,0.05,0.31,0.12,0.04,0.52,0.21,16.85,0.51
2735.00,60.45,8.05,1742.61,1636.21,0.32,2.37,9.61,0.03,1.00,0.80,0.36,0.62,0.01,0.07,0.15,0.11,0.09,0.38,0.10,47.76,0.69
2735.50,40.22,9.97,1596.22,1764.90,-0.14,2.26,3.72,0.02,1.00,0.68,0.16,0.43,0.07,0.00,0.28,0.03,0.03,0.76,0.17,46.59,0.35
2736.00,26.21,11.02,1410.42,984.55,0.25,2.41,2.68,0.01,1.00,0.76,0.16,0.67,0.01,0.05,0.09,0.09,0.07,0.08,0.18,9.57,0.53
2736.50,114.45,10.48,402.71,103.29,0.05,2.66,2.86,0.00,1.00,0.73,0.44,0.51,0.01,0.07,0.09,0.11,0.05,0.96,0.15,19.61,0.14
2737.00,20.04,15.03,231.14,1072.42,0.06,2.63,6.57,0.03,1.00,0.72,0.59,0.51,0.03,0.07,0.14,0.07,0.07,0.51,0.01,2.77,0.02
2737.50,84.80,9.25,286.92,970.21,0.15,2.80,0.62,0.03,1.00,0.62,0.27,0.71,0.06,0.00,0.17,0.20,0.08,0.43,0.10,24.92,0.35
2738.00,33.60,14.81,543.92,1795.64,-0.07,2.15,4.46,0.08,1.00,0.76,0.21,0.68,0.05,0.08,0.17,0.20,0.09,0.86,0.14,48.71,0.12
2738.50,25.79,0.45,1341.74,707.85,-0.06,2.91,7.22,0.03,1.00,0.70,0.15,0.63,0.07,0.07,0.30,0.05,0.09,0.35,0.01,28.98,0.20
2739.00,79.37,9.43,1876.88,756.16,-0.03,2.48,6.80,0.07,1.00,0.68,0.13,0.15,0.10,0.03,0.16,0.10,0.06,0.42,0.24,28.57,0.16
